I
1100 Generated by WorldEditor 2.2.0r2

111  19.52751427 -098.98062560
111  19.52746850 -098.98046005
112  19.52733209 -098.97500432  19.52733001 -098.97500211
111  19.53616524 -098.97470272
113  19.53632338 -098.97862189
110 1 0.00 0.0000 New Taxiway 3
111  19.53889111 -099.00094754
111  19.53871317 -098.99558138
111  19.54138312 -098.99549798
113  19.54147033 -099.00084851
110 1 0.00 206.2315 New Taxiway 2
111  19.50413936 -099.00206692
112  19.50428780 -099.00200055  19.50427917 -099.00200055
111  19.50494780 -099.00161156
111  19.50576491 -099.00103620
111  19.50603093 -099.00116205
111  19.50690446 -099.00153198
111  19.50840139 -099.00186238
111  19.51363261 -099.00165635
111  19.51330905 -098.99211276
111  19.50758119 -098.99235435
111  19.50663580 -098.99266796
111  19.50543149 -098.99328977
111  19.50390787 -098.99231173
111  19.49932828 -098.99245672
111  19.49921139 -098.98984066
111  19.49830476 -098.98989022
111  19.49826413 -098.98840859
111  19.49916914 -098.98834723
111  19.49917330 -098.98754613
111  19.50155422 -098.98745589
111  19.50159236 -098.98828532
111  19.50240466 -098.98823975
111  19.50240177 -098.98742135
111  19.50413386 -098.98734531
111  19.50415650 -098.98825521
111  19.51222466 -098.98795174
111  19.51220905 -098.98713881
111  19.51541433 -098.98700690
111  19.51543860 -098.98783089
111  19.53109280 -098.98722582
111  19.53107835 -098.98642566
111  19.53232864 -098.98639503
111  19.53237371 -098.98720994
111  19.54046321 -098.98690065
111  19.54045107 -098.98610780
111  19.54199011 -098.98604525
111  19.54200467 -098.98685760
111  19.54299163 -098.98682450
111  19.54296874 -098.98599890
111  19.54524411 -098.98591719
111  19.54527878 -098.98673214
111  19.54619071 -098.98670975
111  19.54624563 -098.98806075
111  19.54531922 -098.98807907
111  19.54539382 -098.98950072
111  19.54934241 -098.98934232
111  19.55054535 -098.98975855
111  19.55115610 -098.99083785
111  19.55003121 -098.99159532
111  19.54900872 -098.99160407
111  19.54900992 -098.99119909
111  19.54892263 -098.99060047
111  19.54876411 -098.99058769
111  19.54881682 -098.99256153
112  19.54773300 -098.99261124  19.54773300 -098.99261431
111  19.54774456 -098.99357244
111  19.54044026 -098.99385998
111  19.54031332 -098.99086624
111  19.53857287 -098.99094331
111  19.53872141 -098.99545376
111  19.53679888 -098.99553943
111  19.53667850 -098.99354943
111  19.53362171 -098.99368605
111  19.53334657 -098.99288205
111  19.52885265 -098.99307917
111  19.52874344 -098.99292834
111  19.52789196 -098.99296293
111  19.52788329 -098.99368949
111  19.52620855 -098.99368830
111  19.52620132 -098.99395348
111  19.52594012 -098.99393966
111  19.52591556 -098.99378331
111  19.52576098 -098.99380784
111  19.52574220 -098.99396265
111  19.52553267 -098.99396153
111  19.52549655 -098.99383584
111  19.52529430 -098.99384810
111  19.52530297 -098.99398606
111  19.52505160 -098.99399066
111  19.52501548 -098.99381592
111  19.52486379 -098.99385424
111  19.52483201 -098.99400598
111  19.52443655 -098.99402665
111  19.52442307 -098.99433188
111  19.51963699 -098.99449044
111  19.51977661 -098.99876792
111  19.52238726 -098.99864473
111  19.52253891 -099.00147594
111  19.54174773 -099.00105615
111  19.54253406 -099.00106282
111  19.54253286 -099.00104366
111  19.54253045 -099.00096701
111  19.54253767 -099.00092868
111  19.54255091 -099.00090313
111  19.54256657 -099.00089419
111  19.54297198 -099.00087976
111  19.54297023 -099.00082616
111  19.54297546 -099.00076332
111  19.54298301 -099.00073375
111  19.54299578 -099.00071342
111  19.54301842 -099.00069864
111  19.54304919 -099.00068508
111  19.54355416 -099.00066653
111  19.54371103 -099.00068455
111  19.54382660 -099.00073182
111  19.54400237 -099.00075737
111  19.54410432 -099.00082372
111  19.54422775 -099.00093060
111  19.54432888 -099.00106090
111  19.54442399 -099.00120909
111  19.54450224 -099.00135600
111  19.54454672 -099.00146333
111  19.54462886 -099.00347305
111  19.54512531 -099.00349419
111  19.54515047 -099.00436390
111  19.54359783 -099.00438795
111  19.54363377 -099.00510889
111  19.54259514 -099.00514654
111  19.54252476 -099.00450273
111  19.54139140 -099.00463518
111  19.54134915 -099.00540344
111  19.54002614 -099.00541584
111  19.53991866 -099.00466900
111  19.53171290 -099.00492367
111  19.53168863 -099.00565209
111  19.53060561 -099.00567483
111  19.53057316 -099.00502059
111  19.51288687 -099.00580680
111  19.51291183 -099.00662120
111  19.51153417 -099.00668364
111  19.51147592 -099.00585600
111  19.50352109 -099.00615325
111  19.50355576 -099.00698085
111  19.50186273 -099.00702479
111  19.50178005 -099.00623539
111  19.50099998 -099.00626209
111  19.50101174 -099.00707391
111  19.49863486 -099.00716543
111  19.49857878 -099.00633715
111  19.49767289 -099.00636918
111  19.49762766 -099.00491841
111  19.49854892 -099.00485750
113  19.49847340 -099.00226926
99
